Channel Name,Channel Type,Rx Frequency,Tx Frequency,Color Code,Timeslot,Contact,Rx Group,Scanlist,RX CTCSS,TX CTCSS,Squelch,Power,Bandwidth,Rx Only,Auto Scan,Tx Admit,TOT,TOT Rekey,Tx Signaling,Rx Signaling,Privacy Group,Emergency System,Unknown3,Unknown5,Unknown13,Unknown14,Uknown15,Unknown30,Unknown31
'2RGN TG5 VK Bcst,Digital,438.32500,433.32500, 1,1,TG5 VK Nets,TG5,VK2RGN,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RGN TG8 S1 LINK,Digital,438.32500,433.32500, 1,1,TG8 StateLnkd,TG8,VK2RGN,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RGN TG9 S1 LOC,Digital,438.32500,433.32500, 1,1,TG9 Local,TG9,VK2RGN,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RGN TG9 S2 LOC,Digital,438.32500,433.32500, 1,2,TG9 Local,TG9,VK2RGN,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RGN TG13 WWE,Digital,438.32500,433.32500, 1,1,TG13 WWE,TG13,VK2RGN,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RGN TG113 UA,Digital,438.32500,433.32500, 1,1,TG113 UA Eng 1,TG113,VK2RGN,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RGN TG123 UA,Digital,438.32500,433.32500, 1,1,TG123 UA Eng 2,TG123,VK2RGN,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RGN TG153 SthPc,Digital,438.32500,433.32500, 1,1,TG153 DMR+Sth P,TG153,VK2RGN,None,None,Normal,High,12.5KHz,No,No, 36, 12,0,0,0,0,0, 224, 195,0,0, 255, 255, 255
'2RGN TG143 UK,Digital,438.32500,433.32500, 1,1,TG143 DMR+UK,TG143,VK2RGN,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RGN TG505 AU,Digital,438.32500,433.32500, 1,2,TG:505 VK,TG505,VK2RGN,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RGN TG3801 ACT,Digital,438.32500,433.32500, 1,2,TG3801 ACT,TG3801,VK2RGN,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RGN TG3802 NSW,Digital,438.32500,433.32500, 1,2,TG3802 NSW,TG3802,VK2RGN,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RGN TG3803 VIC,Digital,438.32500,433.32500, 1,2,TG3803 Vic,TG3803,VK2RGN,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RGN TG3804 QLD,Digital,438.32500,433.32500, 1,2,TG3804 Qld,TG3804,VK2RGN,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RGN TG3805 SA,Digital,438.32500,433.32500, 1,2,TG3805 SA,TG3805,VK2RGN,None,None,Normal,High,12.5KHz,No,No, 36, 12,0,0,0,0,0, 224, 195,0,0, 255, 255, 255
'2RGN TG3806 WA,Digital,438.32500,433.32500, 1,2,TG3806 WA,TG3806,VK2RGN,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RGN TG3807 Tas,Digital,438.32500,433.32500, 1,2,TG3807 TAS,TG3807,VK2RGN,None,None,Normal,High,12.5KHz,No,No, 36, 12,0,0,0,0,0, 224, 195,0,0, 255, 255, 255
'2RHK DMR+ TG8,Digital,439.87500,434.87500, 1,2,TG9 Local,VK BM Mon,'2RHK bm Wyee,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RHK bm505001 Lc,Digital,439.87500,434.87500, 1,2,bm505001 Local,TG8,'2RHK bm Wyee,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RHK bm505 AU,Digital,439.87500,434.87500, 1,2,TG:505 VK,TG505,'2RHK bm Wyee,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RHK bm5051 ACT,Digital,439.87500,434.87500, 1,2,bm5051 ACT,bm5051,'2RHK bm Wyee,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RHK bm5052 NSW,Digital,439.87500,434.87500, 1,2,bm5052 NSW,VK BM Mon,'2RHK bm Wyee,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RHK bm5053 Vic,Digital,439.87500,434.87500, 1,2,TG:505 VK,TG505,'2RHK bm Wyee,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RHK bm5054 Qld,Digital,439.87500,434.87500, 1,2,bm5054 QLD,bm5054,'2RHK bm Wyee,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RHK bm5055 SA,Digital,439.87500,434.87500, 1,2,bm5055 SA,bm5055,'2RHK bm Wyee,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RHK bm5056 WA,Digital,439.87500,434.87500, 1,2,bm50599 YSF-NXDS,bm50599,'2RHK bm Wyee,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RHK bm5057 Tas,Digital,439.87500,434.87500, 1,2,TG9 Local,VK BM Mon,'2RHK bm Wyee,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RHK bm50599,Digital,439.87500,434.87500, 1,2,bm50599 YSF-NXDS,VK BM Mon,'2RHK bm Wyee,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RHK bm95 PacRim,Digital,439.87500,434.87500, 1,2,bm95 AU/NZ,bm95,'2RHK bm Wyee,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RHR TG1 WW,Digital,439.90000,434.90000, 1,1,TG1 WW,TG1,VK2RHR,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RHR TG5 VK Bcst,Digital,439.90000,434.90000, 1,1,TG5 VK Nets,TG5,VK2RHR,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RHR TG8 S1 LINK,Digital,439.90000,434.90000, 1,1,TG8 StateLnkd,TG8,VK2RHR,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RHR TG8 S2 LOC,Digital,439.90000,434.90000, 1,2,TG8 StateLnkd,TG8,VK2RHR,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RHR TG9 S1 LOC,Digital,439.90000,434.90000, 1,1,TG9 Local,TG9,VK2RHR,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RHR TG13 WWE,Digital,439.90000,434.90000, 1,1,TG13 WWE,TG13,VK2RHR,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RHR TG113 UA,Digital,439.90000,434.90000, 1,1,TG113 UA Eng 1,TG113,VK2RHR,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RHR TG123 UA,Digital,439.90000,434.90000, 1,1,TG123 UA Eng 2,TG123,VK2RHR,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RHR TG153 SthPc,Digital,439.90000,434.90000, 1,1,TG153 DMR+Sth P,TG153,VK2RHR,None,None,Normal,High,12.5KHz,No,No, 36, 12,0,0,0,0,0, 224, 195,0,0, 255, 255, 255
'2RHR TG505 AU,Digital,439.90000,434.90000, 1,2,TG:505 VK,TG505,VK2RHR,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RHR TG3801 ACT,Digital,439.90000,434.90000, 1,2,TG3801 ACT,TG3801,VK2RHR,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RHR TG3802 NSW,Digital,439.90000,434.90000, 1,2,TG3802 NSW,TG3802,VK2RHR,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RHR TG3803 VIC,Digital,439.90000,434.90000, 1,2,bm5053 VIC,VK DMR Mon,VK2RHR,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RHR TG3804 QLD,Digital,439.90000,434.90000, 1,2,TG3804 Qld,TG3804,VK2RHR,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RHR TG3805 SA,Digital,439.90000,434.90000, 1,2,TG3805 SA,TG3805,VK2RHR,None,None,Normal,High,12.5KHz,No,No, 36, 12,0,0,0,0,0, 224, 195,0,0, 255, 255, 255
'2RHR TG3806 WA,Digital,439.90000,434.90000, 1,2,TG3806 WA,TG3806,VK2RHR,None,None,Normal,Low,12.5KHz,No,No,0, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RHR TG3807 Tas,Digital,439.90000,434.90000, 1,2,TG9 Local,TG3807,VK2RHR,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RHT TG1 WW,Digital,438.35000,432.95000, 1,1,TG1 WW,VK DMR Mon,VK2RHT,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RHT TG5 VK Bcst,Digital,438.35000,432.95000, 1,1,TG5 VK Nets,VK DMR Mon,VK2RHT,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RHT TG8 S1 LINK,Digital,438.35000,432.95000, 1,1,TG8 StateLnkd,VK DMR Mon,VK2RHT,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RHT TG8 S2 LOC,Digital,438.35000,432.95000, 1,2,TG8 StateLnkd,VK DMR Mon,VK2RHT,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RHT TG9 S1 LOC,Digital,438.35000,432.95000, 1,1,TG9 Local,VK DMR Mon,VK2RHT,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RHT TG9 s2,Digital,438.35000,432.95000, 1,2,TG9 Local,VK DMR Mon,VK2RHT,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RHT TG13 WWE,Digital,438.35000,432.95000, 1,1,TG13 WWE,VK DMR Mon,VK2RHT,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RHT TG113 UA,Digital,438.35000,432.95000, 1,1,TG113 UA Eng 1,VK DMR Mon,VK2RHT,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RHT TG123 UA,Digital,438.35000,432.95000, 1,1,TG123 UA Eng 2,VK DMR Mon,VK2RHT,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RHT TG153 SthPc,Digital,438.35000,432.95000, 1,1,TG153 DMR+Sth P,VK DMR Mon,VK2RHT,None,None,Normal,High,12.5KHz,No,No, 36, 12,0,0,0,0,0, 224, 195,0,0, 255, 255, 255
'2RHT TG505 AU,Digital,438.35000,432.95000, 1,2,TG:505 VK,VK DMR Mon,VK2RHT,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RHT TG3801 ACT,Digital,438.35000,432.95000, 1,2,TG3801 ACT,VK DMR Mon,VK2RHT,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RHT TG3802 NSW,Digital,438.35000,432.95000, 1,2,TG3802 NSW,VK DMR Mon,VK2RHT,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RHT TG3803 VIC,Digital,438.35000,432.95000, 1,2,TG3803 Vic,VK DMR Mon,VK2RHT,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RHT TG3804 QLD,Digital,438.35000,432.95000, 1,2,TG3804 Qld,VK DMR Mon,VK2RHT,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RHT TG3805 SA,Digital,438.35000,432.95000, 1,2,TG3805 SA,VK DMR Mon,VK2RHT,None,None,Normal,High,12.5KHz,No,No, 36, 12,0,0,0,0,0, 224, 195,0,0, 255, 255, 255
'2RHT TG3806 WA,Digital,438.35000,432.95000, 1,2,TG3806 WA,VK DMR Mon,VK2RHT,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RHT TG3807 Tas,Digital,438.35000,432.95000, 1,2,TG3807 TAS,VK DMR Mon,VK2RHT,None,None,Normal,High,12.5KHz,No,No, 36, 12,0,0,0,0,0, 224, 195,0,0, 255, 255, 255
'2RHX DMR+ TG8,Digital,438.75000,431.75000, 1,2,TG9 Local,VK BM Mon,'2RHX bm Ncstl,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RHX bm505001 Lc,Digital,438.75000,431.75000, 1,2,bm505001 Local,TG8,'2RHX bm Ncstl,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RHX bm505 AU,Digital,438.75000,431.75000, 1,2,TG:505 VK,TG505,'2RHX bm Ncstl,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RHX bm5051 ACT,Digital,438.75000,431.75000, 1,2,bm5051 ACT,bm5051,'2RHX bm Ncstl,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RHX bm5052 NSW,Digital,438.75000,431.75000, 1,2,bm5052 NSW,VK BM Mon,'2RHX bm Ncstl,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RHX bm5053 Vic,Digital,438.75000,431.75000, 1,2,TG:505 VK,TG505,'2RHX bm Ncstl,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RHX bm5054 Qld,Digital,438.75000,431.75000, 1,2,bm5054 QLD,bm5054,'2RHX bm Ncstl,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RHX bm5055 SA,Digital,438.75000,431.75000, 1,2,bm5055 SA,bm5055,'2RHX bm Ncstl,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RHX bm5056 WA,Digital,438.75000,431.75000, 1,2,bm50599 YSF-NXDS,bm50599,'2RHX bm Ncstl,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RHX bm5057 Tas,Digital,438.75000,431.75000, 1,2,TG9 Local,VK BM Mon,'2RHX bm Ncstl,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RHX bm50599,Digital,438.75000,431.75000, 1,2,bm50599 YSF-NXDS,VK BM Mon,'2RHX bm Ncstl,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RHX bm95 PacRim,Digital,438.75000,431.75000, 1,2,bm95 AU/NZ,bm95,'2RHX bm Ncstl,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RLE TG1 WW,Digital,438.42500,433.42500, 1,1,TG1 WW,VK DMR Mon,VK2RLE,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RLE TG5 VK Bcst,Digital,438.42500,433.42500, 1,1,TG5 VK Nets,VK DMR Mon,VK2RLE,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RLE TG8 S1 LINK,Digital,438.42500,433.42500, 1,1,TG8 StateLnkd,VK DMR Mon,VK2RLE,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RLE TG8 S2 LOCL,Digital,438.42500,433.42500, 1,2,TG8 StateLnkd,VK DMR Mon,VK2RLE,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RLE TG9 S1 LOCL,Digital,438.42500,433.42500, 1,1,TG9 Local,VK DMR Mon,VK2RLE,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RLE TG9 s2,Digital,438.42500,433.42500, 1,2,TG9 Local,VK DMR Mon,VK2RLE,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RLE TG13 WWE,Digital,438.42500,433.42500, 1,1,TG13 WWE,VK DMR Mon,VK2RLE,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RLE TG113 UA,Digital,438.42500,433.42500, 1,1,TG113 UA Eng 1,VK DMR Mon,VK2RLE,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RLE TG123 UA,Digital,438.42500,433.42500, 1,1,TG123 UA Eng 2,VK DMR Mon,VK2RLE,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RLE TG153 SthPc,Digital,438.42500,433.42500, 1,1,TG153 DMR+Sth P,VK DMR Mon,VK2RLE,None,None,Normal,High,12.5KHz,No,No, 36, 12,0,0,0,0,0, 224, 195,0,0, 255, 255, 255
'2RLE TG505 AU,Digital,438.42500,433.42500, 1,2,TG:505 VK,VK DMR Mon,VK2RLE,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RLE TG3801 ACT,Digital,438.42500,433.42500, 1,2,TG3801 ACT,VK DMR Mon,VK2RLE,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RLE TG3802 NSW,Digital,438.42500,433.42500, 1,2,TG3802 NSW,VK DMR Mon,VK2RLE,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RLE TG3803 VIC,Digital,438.42500,433.42500, 1,2,TG3803 Vic,VK DMR Mon,VK2RLE,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RLE TG3804 QLD,Digital,438.42500,433.42500, 1,2,TG3804 Qld,VK DMR Mon,VK2RLE,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RLE TG3805 SA,Digital,438.42500,433.42500, 1,2,TG3805 SA,VK DMR Mon,VK2RLE,None,None,Normal,High,12.5KHz,No,No, 36, 12,0,0,0,0,0, 224, 195,0,0, 255, 255, 255
'2RLE TG3806 WA,Digital,438.42500,433.42500, 1,2,TG3806 WA,VK DMR Mon,VK2RLE,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RLE TG3807 Tas,Digital,438.42500,433.42500, 1,2,TG3807 TAS,VK DMR Mon,VK2RLE,None,None,Normal,High,12.5KHz,No,No, 36, 12,0,0,0,0,0, 224, 195,0,0, 255, 255, 255
'2RMB TG1 WW,Digital,438.40000,433.00000, 1,1,TG1 WW,TG1,VK2RHT,None,None,Normal,High,12.5KHz,No,No, 37, 12,0,0,0,0,0, 225, 195,0,0, 255, 255, 255
'2RMB TG8 S1,Digital,438.40000,433.00000, 1,1,TG8 StateLnkd,TG8,VK2RHT,None,None,Normal,High,12.5KHz,No,No, 37, 12,0,0,0,0,0, 225, 195,0,0, 255, 255, 255
'2RMB TG9 S1 Locl,Digital,438.40000,433.00000, 1,1,TG9 Local,VK DMR Mon,VK2RHT,None,None,Normal,High,12.5KHz,No,No, 37, 12,0,0,0,0,0, 225, 195,0,0, 255, 255, 255
'2RMB TG13 WWE,Digital,438.40000,433.00000, 1,1,TG13 WWE,TG13,VK2RHT,None,None,Normal,High,12.5KHz,No,No, 37, 12,0,0,0,0,0, 225, 195,0,0, 255, 255, 255
'2RMB TG113 UA,Digital,438.40000,433.00000, 1,1,TG113 UA Eng 1,TG113,VK2RHT,None,None,Normal,High,12.5KHz,No,No, 37, 12,0,0,0,0,0, 225, 195,0,0, 255, 255, 255
'2RMB TG123 UA,Digital,438.40000,433.00000, 1,1,TG123 UA Eng 2,TG123,VK2RHT,None,None,Normal,High,12.5KHz,No,No, 37, 12,0,0,0,0,0, 225, 195,0,0, 255, 255, 255
'2RMB TG133 USA,Digital,438.40000,433.00000, 1,1,TG133 DMR+USA,TG133,VK2RHT,None,None,Normal,High,12.5KHz,No,No, 37, 12,0,0,0,0,0, 225, 195,0,0, 255, 255, 255
'2RMB TG143 UK,Digital,438.40000,433.00000, 1,1,TG143 DMR+UK,TG143,VK2RHT,None,None,Normal,High,12.5KHz,No,No, 37, 12,0,0,0,0,0, 225, 195,0,0, 255, 255, 255
'2RMB TG153 SthPc,Digital,438.40000,433.00000, 1,1,TG153 DMR+Sth P,TG153,VK2RHT,None,None,Normal,High,12.5KHz,No,No, 37, 12,0,0,0,0,0, 225, 195,0,0, 255, 255, 255
'2RMB TG505 AU,Digital,438.40000,433.00000, 1,2,TG:505 VK,TG505,VK2RHT,None,None,Normal,High,12.5KHz,No,No, 37, 12,0,0,0,0,0, 225, 195,0,0, 255, 255, 255
'2RMB TG3801 ACT,Digital,438.40000,433.00000, 1,2,TG3801 ACT,TG3801,VK2RHT,None,None,Normal,High,12.5KHz,No,No, 37, 12,0,0,0,0,0, 225, 195,0,0, 255, 255, 255
'2RMB TG3802 NSW,Digital,438.40000,433.00000, 1,2,TG3802 NSW,TG3802,VK2RHT,None,None,Normal,High,12.5KHz,No,No, 37, 12,0,0,0,0,0, 225, 195,0,0, 255, 255, 255
'2RMB TG3803 Vic,Digital,438.40000,433.00000, 1,2,TG3803 Vic,TG3803,VK2RHT,None,None,Normal,High,12.5KHz,No,No, 37, 12,0,0,0,0,0, 225, 195,0,0, 255, 255, 255
'2RMB TG3804 Qld,Digital,438.40000,433.00000, 1,2,TG3804 Qld,TG3804,VK2RHT,None,None,Normal,High,12.5KHz,No,No, 37, 12,0,0,0,0,0, 225, 195,0,0, 255, 255, 255
'2RMB TG3805 SA,Digital,438.40000,433.00000, 1,1,TG3804 Qld,TG3805,VK2RHT,None,None,Normal,High,12.5KHz,No,No, 37, 12,0,0,0,0,0, 225, 195,0,0, 255, 255, 255
'2RRW TG1 WW CALL,Digital,438.10000,433.10000, 1,1,TG1 WW,TG1,VK2RRW,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RRW TG5 VK Bcst,Digital,438.10000,433.10000, 1,1,TG5 VK Nets,TG5,VK2RRW,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RRW TG8 S1 LINK,Digital,438.10000,433.10000, 1,1,TG8 StateLnkd,TG8,VK2RRW,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RRW TG8 S2 LOC,Digital,438.10000,433.10000, 1,2,TG8 StateLnkd,TG8,VK2RRW,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RRW TG9 S1 LOC,Digital,438.10000,433.10000, 1,1,TG9 Local,TG9,VK2RRW,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RRW TG13 WWE,Digital,438.10000,433.10000, 1,1,TG13 WWE,TG13,VK2RRW,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RRW TG113 UA,Digital,438.10000,433.10000, 1,1,TG113 UA Eng 1,TG113,VK2RRW,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RRW TG123 UA,Digital,438.10000,433.10000, 1,1,TG123 UA Eng 2,TG123,VK2RRW,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RRW TG153 SthPc,Digital,438.10000,433.10000, 1,1,TG153 DMR+Sth P,TG153,VK2RRW,None,None,Normal,High,12.5KHz,No,No, 36, 12,0,0,0,0,0, 224, 195,0,0, 255, 255, 255
'2RRW TG505 AU,Digital,438.10000,433.10000, 1,2,TG:505 VK,TG505,VK2RRW,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RRW TG3801 ACT,Digital,438.10000,433.10000, 1,1,TG3801 ACT,TG3801,VK2RRW,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RRW TG3802 NSW,Digital,438.10000,433.10000, 1,2,TG3802 NSW,TG3802,VK2RRW,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RRW TG3803 VIC,Digital,438.10000,433.10000, 1,2,TG3803 Vic,TG3803,VK2RRW,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
