name,mode,rx freq,tx freq,bandwidth,auto scan,squelch mode,lone worker,talk around,rx only,repeater slot,colour code,private call confirmed,data call confirmed,privacy mode,privacy key,emergency alarm ack,compressed udp data header,display ptt id,reverse burst turn off code,qt reverse,vox,gps system,admit criteria,rx rel freq,tx rel freq,tx power,scan list,contact,rx group,emergency system,tx time out,tx time out rekey delay,decode 1,decode 2,decode 3,decode 4,decode 5,decode 6,decode 7,decode 8,tx dtmf,rx dtmf,rx ctcss cdcss,tx ctcss cdcss,tx gps info,rx gps info
22 TG3805 SA    ,2,43990000,43490000,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,1,0,0, 0,0,0,0,1,  6,   22,  1,  0, 12,  0,0,0,0,0,0,0,0,0,  0,  0,65535,65535,1,1
22 TG9 REF      ,2,43990000,43490000,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1,  6,    5,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
23 2RYS Scan    ,2,43801250,43301250,0,1,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1,  8,    1,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
23 TG1 WW CALL  ,2,43801250,43301250,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1,  8,    2,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
23 TG5 VK Bcst  ,2,43801250,43301250,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1,  8,    3,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
23 TG8 S1 LINK  ,2,43801250,43301250,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1,  8,    4,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
23 TG8 S2 LOC   ,2,43801250,43301250,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1,  8,    4,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
23 TG9 S1 LOC   ,2,43801250,43301250,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1,  8,    5,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
23 TG13 WWE     ,2,43801250,43301250,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1,  8,    6,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
23 TG113 UA CHA ,2,43801250,43301250,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1,  8,    9,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
23 TG123 UA ENG ,2,43801250,43301250,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1,  8,   10,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
23 TG153 SthPac+,2,43801250,43301250,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,1,0,0, 0,0,0,0,1,  8,   13,  1,  0, 12,  0,0,0,0,0,0,0,0,0,  0,  0,65535,65535,1,1
23 TG505 AU     ,2,43801250,43301250,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1,  8,   15,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
23 TG3800 AU +  ,2,43801250,43301250,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1,  8,   17,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
23 TG3801 ACT   ,2,43801250,43301250,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1,  8,   18,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
23 TG3802 NSW   ,2,43801250,43301250,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1,  8,   19,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
23 TG3803 VIC   ,2,43801250,43301250,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1,  8,   20,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
23 TG3804 QLD   ,2,43801250,43301250,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1,  8,   21,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
23 TG3805 SA    ,2,43801250,43301250,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,1,0,0, 0,0,0,0,1,  8,   22,  1,  0, 12,  0,0,0,0,0,0,0,0,0,  0,  0,65535,65535,1,1
23 TG3807 Tas   ,2,43801250,43301250,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,1,0,0, 0,0,0,0,1,  8,   24,  1,  0, 12,  0,0,0,0,0,0,0,0,0,  0,  0,65535,65535,1,1
23 TG9 REF      ,2,43801250,43301250,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1,  8,    5,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
24 2RCG Scan    ,2,43950000,43450000,0,1,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1,  9,    1,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
24 TG1 WW CALL  ,2,43950000,43450000,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1,  9,    2,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
24 TG5 VK Bcast ,2,43950000,43450000,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1,  9,    3,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
24 TG8 S1 LINK  ,2,43950000,43450000,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1,  9,    4,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
24 TG8 S2 LOC   ,2,43950000,43450000,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1,  9,    4,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
24 TG9 S1 LOC   ,2,43950000,43450000,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1,  9,    5,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
24 TG13 WWE     ,2,43950000,43450000,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1,  9,    6,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
24 TG113 UA CHA ,2,43950000,43450000,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1,  9,    9,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
24 TG123 UA ENG ,2,43950000,43450000,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1,  9,   10,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
24 TG153 SthPac ,2,43950000,43450000,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,1,0,0, 0,0,0,0,1,  9,   13,  1,  0, 12,  0,0,0,0,0,0,0,0,0,  0,  0,65535,65535,1,1
24 TG505 AU     ,2,43950000,43450000,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1,  9,   15,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
24 TG3800 AU +  ,2,43950000,43450000,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1,  9,   17,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
24 TG3801 ACT   ,2,43950000,43450000,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1,  9,   18,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
24 TG3802 NSW   ,2,43950000,43450000,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1,  9,   19,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
24 TG3803 VIC   ,2,43950000,43450000,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1,  9,   20,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
24 TG3804 QLD   ,2,43950000,43450000,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1,  9,   21,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
24 TG3805 SA    ,2,43950000,43450000,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,1,0,0, 0,0,0,0,1,  9,   22,  1,  0, 12,  0,0,0,0,0,0,0,0,0,  0,  0,65535,65535,1,1
24 TG 3807 Tas  ,2,43950000,43450000,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,1,0,0, 0,0,0,0,1,  9,   24,  1,  0, 12,  0,0,0,0,0,0,0,0,0,  0,  0,65535,65535,1,1
24 TG9 REF      ,2,43950000,43450000,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1,  9,    5,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
25 2RRW Scan    ,2,43810000,43310000,0,1,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 10,    1,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
25 TG1 WW CALL  ,2,43810000,43310000,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 10,    2,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
25 TG5 VK Bcast ,2,43810000,43310000,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 10,    3,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
25 TG8 S1 LINK  ,2,43810000,43310000,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 10,    4,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
25 TG8 S2 LOC   ,2,43810000,43310000,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 10,    4,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
25 TG9 S1 LOC   ,2,43810000,43310000,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 10,    0,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
25 TG13 WWE     ,2,43810000,43310000,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 10,    6,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
25 TG113 UA CHA ,2,43810000,43310000,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 10,    9,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
25 TG123 UA ENG ,2,43810000,43310000,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 10,   10,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
25 TG153 SthPac ,2,43810000,43310000,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,1,0,0, 0,0,0,0,1, 10,   13,  1,  0, 12,  0,0,0,0,0,0,0,0,0,  0,  0,65535,65535,1,1
25 TG505 AU     ,2,43810000,43310000,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 10,   15,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
25 TG3800 AU +  ,2,43810000,43310000,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 10,   17,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
25 TG3801 ACT   ,2,43810000,43310000,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 10,   18,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
25 TG3802 NSW   ,2,43810000,43310000,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 10,   19,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
25 TG3803 VIC   ,2,43810000,43310000,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 10,   20,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
25 TG3804 QLD   ,2,43810000,43310000,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 10,   21,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
25 TG3805 SA    ,2,43810000,43310000,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,1,0,0, 0,0,0,0,1, 10,   22,  1,  0, 12,  0,0,0,0,0,0,0,0,0,  0,  0,65535,65535,1,1
25 TG3807 Tas   ,2,43810000,43310000,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,1,0,0, 0,0,0,0,1, 10,   24,  1,  0, 12,  0,0,0,0,0,0,0,0,0,  0,  0,65535,65535,1,1
25 TG9 REF      ,2,43810000,43310000,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 10,    5,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
26 2RLE Scan    ,2,43842500,43342500,0,1,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 11,    1,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
26 TG1 WW CALL  ,2,43842500,43342500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 11,    2,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
26 .TG5 VK Bcast,2,43842500,43342500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 11,    3,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
26 TG8 S1 LINK  ,2,43842500,43342500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 11,    4,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
26 TG8 S2 LOCL  ,2,43842500,43342500,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 11,    4,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
26 TG9 S1 LOCL  ,2,43842500,43342500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 11,    5,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
26 TG13 WWE     ,2,43842500,43342500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 11,    6,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
26 TG113 UA CHA ,2,43842500,43342500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 11,    9,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
26 TG123 UA ENG ,2,43842500,43342500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 11,   10,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
26 TG153 SthPac ,2,43842500,43342500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,1,0,0, 0,0,0,0,1, 11,   13,  1,  0, 12,  0,0,0,0,0,0,0,0,0,  0,  0,65535,65535,1,1
26 TG505 AU     ,2,43842500,43342500,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 11,   15,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
26 TG3800 AU +  ,2,43842500,43342500,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 11,   17,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
26 TG3801 ACT   ,2,43842500,43342500,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 11,   18,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
26 TG3802 NSW   ,2,43842500,43342500,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 11,   19,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
26 TG3803 VIC   ,2,43842500,43342500,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 11,   20,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
26 TG3804 QLD   ,2,43842500,43342500,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 11,   21,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
26 TG3805 SA    ,2,43842500,43342500,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,1,0,0, 0,0,0,0,1, 11,   22,  1,  0, 12,  0,0,0,0,0,0,0,0,0,  0,  0,65535,65535,1,1
26 TG3807 Tas   ,2,43842500,43342500,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,1,0,0, 0,0,0,0,1, 11,   24,  1,  0, 12,  0,0,0,0,0,0,0,0,0,  0,  0,65535,65535,1,1
26 TG9 REF      ,2,43842500,43342500,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 11,    5,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
27 2RHT Scan    ,2,43835000,43295000,0,1,1,0,1,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 12,    1,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
27 TG1 WW CALL  ,2,43835000,43295000,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 12,    2,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
27 TG5 VK Bcast ,2,43835000,43295000,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 12,    3,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
27 TG8 S1 LINK  ,2,43835000,43295000,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 12,    4,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
27 TG8 S2 LOC   ,2,43835000,43295000,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 12,    4,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
27 TG9 S1 LOC   ,2,43835000,43295000,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 12,    5,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
27 TG13 WWE     ,2,43835000,43295000,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 12,    6,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
27 TG113 UA CHA ,2,43835000,43295000,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 12,    9,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
27 TG123 UA ENG ,2,43835000,43295000,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 12,   10,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
27 TG153 SthPac ,2,43835000,43295000,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,1,0,0, 0,0,0,0,1, 12,   13,  1,  0, 12,  0,0,0,0,0,0,0,0,0,  0,  0,65535,65535,1,1
27 TG505 AU     ,2,43835000,43295000,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 12,   15,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
27 TG3800 AU +  ,2,43835000,43295000,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 12,   17,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
27 TG3801 ACT   ,2,43835000,43295000,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 12,   18,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
27 TG3802 NSW   ,2,43835000,43295000,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 12,   19,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
27 TG3803 VIC   ,2,43835000,43295000,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 12,   20,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
27 TG3804 QLD   ,2,43835000,43295000,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 12,   21,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
27 TG3805 SA    ,2,43835000,43295000,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,1,0,0, 0,0,0,0,1, 12,   22,  1,  0, 12,  0,0,0,0,0,0,0,0,0,  0,  0,65535,65535,1,1
27 TG3807 Tas   ,2,43835000,43295000,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,1,0,0, 0,0,0,0,1, 12,   24,  1,  0, 12,  0,0,0,0,0,0,0,0,0,  0,  0,65535,65535,1,1
27 TG9 REF      ,2,43835000,43295000,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 12,    5,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
28 2RAO Scan    ,2,43872500,43372500,0,1,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1,  3,    1,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
28 TG1 WW CALL  ,2,43872500,43372500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1,  3,    2,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
28 TG5 VK Bcast ,2,43872500,43372500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1,  3,    3,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
28 TG8 S1 LINK  ,2,43872500,43372500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1,  3,    4,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
28 TG8 S2 LOCL  ,2,43872500,43372500,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1,  3,    4,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
28 TG9 S1 LOC   ,2,43872500,43372500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1,  3,    5,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
28 TG13 WWE     ,2,43872500,43372500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1,  3,    6,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
28 TG113 UA CHA ,2,43872500,43372500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1,  3,    9,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
28 TG123 UA ENG ,2,43872500,43372500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1,  3,   10,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
28 TG153 SthPac ,2,43872500,43372500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,1,0,0, 0,0,0,0,1,  3,   13,  1,  0, 12,  0,0,0,0,0,0,0,0,0,  0,  0,65535,65535,1,1
28 TG505 AU     ,2,43872500,43372500,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1,  3,   15,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
28 TG3800 AU +  ,2,43872500,43372500,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1,  3,   17,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
28 TG3801 ACT   ,2,43872500,43372500,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1,  3,   18,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
28 TG3802 NSW   ,2,43872500,43372500,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1,  3,   19,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
28 TG3803 VIC   ,2,43872500,43372500,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1,  3,   20,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
